year,volume,first,last,doi
1964,17,503,,10.2307/4113845
1964,19,61,,10.2307/4108288
1964,19,59,,10.2307/4108284
1965,19,273,,10.2307/4108057
1965,19,442,,10.2307/4108194
1965,19,400,,10.2307/4108172
1965,19,408,,10.2307/4108176
1965,19,296,,10.2307/4108071
1965,19,386,,10.2307/4108162
1965,19,197,,10.2307/4108030
1965,19,429,,10.2307/4108189
1965,19,512,,10.2307/4108211
1965,19,297,,10.2307/4108073
1965,19,205,,10.2307/4108037
1965,19,513,,10.2307/4108212
1965,19,223,,10.2307/4108047
1965,19,442,,10.2307/4108195
1965,19,414,,10.2307/4108179
1965,19,230,,10.2307/4108055
1965,19,528,,10.2307/4108220
1965,19,335,,10.2307/4108082
1965,18,316,,10.2307/4109251
1965,19,199,,10.2307/4108034
1965,19,285,,10.2307/4108068
1965,19,276,,10.2307/4108063
1965,19,212,,10.2307/4108042
1965,19,353,,10.2307/4108091
1965,19,461,,10.2307/4108201
1965,19,451,,10.2307/4108198
1965,19,531,,10.2307/4108224
1965,19,456,,10.2307/4108199
1965,19,348,,10.2307/4108087
1965,19,419,,10.2307/4108184
1965,19,198,,10.2307/4108032
1965,19,214,,10.2307/4108044
1965,19,349,,10.2307/4108088
1965,19,215,,10.2307/4108046
1965,19,226,,10.2307/4108050
1965,19,337,,10.2307/4108085
1965,19,430,,10.2307/4108190
1965,19,390,,10.2307/4108166
1965,18,273,,10.2307/4109247
1965,18,275,,10.2307/4109249
1965,19,528,,10.2307/4108221
1965,19,204,,10.2307/4108035
1965,19,356,,10.2307/4108096
1965,19,298,,10.2307/4108074
1965,19,391,,10.2307/4108168
1965,18,316,,10.2307/4109250
1965,18,317,,10.2307/4109252
1965,19,399,,10.2307/4108171
1965,19,347,,10.2307/4108086
1965,19,197,,10.2307/4108031
1965,19,408,,10.2307/4108174
1965,19,173,,10.2307/4108027
1965,19,527,,10.2307/4108219
1965,19,463,,10.2307/4108203
1965,19,330,,10.2307/4108079
1965,19,488,,10.2307/4108205
1965,19,334,,10.2307/4108081
1965,19,329,,10.2307/4108078
1965,19,274,,10.2307/4108059
1965,19,527,,10.2307/4108218
1965,19,355,,10.2307/4108094
1965,19,417,,10.2307/4108182
1965,19,336,,10.2307/4108083
1965,19,285,,10.2307/4108067
1965,19,420,,10.2307/4108185
1965,19,274,,10.2307/4108058
1965,19,530,,10.2307/4108223
1965,19,205,,10.2307/4108036
1965,19,354,,10.2307/4108093
1965,19,297,,10.2307/4108072
1965,19,214,,10.2307/4108045
1965,19,487,,10.2307/4108204
1965,19,357,,10.2307/4108161
1965,19,298,,10.2307/4108075
1965,19,225,,10.2307/4108049
1965,19,529,,10.2307/4108222
1965,19,431,,10.2307/4108191
1965,19,356,,10.2307/4108095
1965,19,501,,10.2307/4108209
1965,19,389,,10.2307/4108165
1965,19,527,,10.2307/4108217
1965,19,287,,10.2307/4108070
1965,19,277,,10.2307/4108066
1965,19,401,,10.2307/4108173
1965,19,516,,10.2307/4108214
1965,19,274,,10.2307/4108060
1965,19,353,,10.2307/4108090
1965,19,354,,10.2307/4108092
1965,19,422,,10.2307/4108187
1965,19,275,,10.2307/4108062
1965,19,416,,10.2307/4108181
1965,19,213,,10.2307/4108043
1965,19,205,,10.2307/4108038
1965,19,460,,10.2307/4108200
1965,19,409,,10.2307/4108177
1965,19,450,,10.2307/4108197
1965,19,328,,10.2307/4108077
1965,19,462,,10.2307/4108202
1965,19,206,,10.2307/4108039
1965,19,275,,10.2307/4108061
1965,19,299,,10.2307/4108076
1965,19,229,,10.2307/4108054
1965,19,443,,10.2307/4108196
1965,19,441,,10.2307/4108192
1965,19,526,,10.2307/4108216
1965,19,488,,10.2307/4108206
1965,19,231,,10.2307/4108056
1965,19,408,,10.2307/4108175
1965,19,197,,10.2307/4108029
1965,19,390,,10.2307/4108167
1965,19,286,,10.2307/4108069
1965,18,274,,10.2307/4109248
1965,19,532,,10.2307/4108225
1965,18,383,,10.2307/4109253
1965,19,331,,10.2307/4108080
1965,19,276,,10.2307/4108065
1965,19,398,,10.2307/4108170
1965,19,386,,10.2307/4108163
1965,19,489,,10.2307/4108207
1965,19,207,,10.2307/4108041
1965,19,196,,10.2307/4108028
1965,19,442,,10.2307/4108193
1965,19,507,,10.2307/4108210
1965,19,515,,10.2307/4108213
1965,19,499,,10.2307/4108208
1965,19,226,,10.2307/4108051
1965,19,517,,10.2307/4108215
1965,18,249,,10.2307/4109246
1965,19,414,,10.2307/4108178
1965,19,423,,10.2307/4108188
1965,19,276,,10.2307/4108064
1965,19,198,,10.2307/4108033
1965,19,336,,10.2307/4108084
1965,19,224,,10.2307/4108048
1965,19,398,,10.2307/4108169
1965,19,415,,10.2307/4108180
1965,19,226,,10.2307/4108052
1965,19,206,,10.2307/4108040
1965,19,227,,10.2307/4108053
1965,19,352,,10.2307/4108089
1965,19,421,,10.2307/4108186
1965,19,387,,10.2307/4108164
1966,20,89,,10.2307/4107896
1966,20,286,,10.2307/4107794
1966,20,112,,10.2307/4107900
1966,20,431,,10.2307/4108239
1966,20,256,,10.2307/4107787
1966,20,246,,10.2307/4107780
1966,20,516,,10.2307/4108251
1966,18,566,,10.2307/4115802
1966,20,85,,10.2307/4107891
1966,18,566,,10.2307/4115803
1966,18,553,,10.2307/4115801
1966,20,244,,10.2307/4107776
1966,20,356,,10.2307/4107812
1966,18,427,,10.2307/4115797
1966,20,322,,10.2307/4107809
1966,20,301,,10.2307/4107800
1966,20,199,,10.2307/4107770
1966,20,49,,10.2307/4107880
1966,20,295,,10.2307/4107798
1966,20,247,,10.2307/4107781
1966,20,246,,10.2307/4107779
1966,20,431,,10.2307/4108240
1966,20,449,,10.2307/4108242
1966,20,323,,10.2307/4107810
1966,20,163,,10.2307/4107909
1966,20,88,,10.2307/4107895
1966,20,251,,10.2307/4107785
1966,20,357,,10.2307/4107813
1966,20,201,,10.2307/4107771
1966,20,453,,10.2307/4108244
1966,20,273,,10.2307/4107789
1966,20,303,,10.2307/4107802
1966,20,321,,10.2307/4107808
1966,20,102,,10.2307/4107897
1966,20,247,,10.2307/4107782
1966,20,460,,10.2307/4108248
1966,20,294,,10.2307/4107797
1966,20,426,,10.2307/4108236
1966,20,451,,10.2307/4108243
1966,20,378,,10.2307/4108230
1966,20,72,,10.2307/4107886
1966,20,302,,10.2307/4107801
1966,20,304,,10.2307/4107804
1966,20,255,,10.2307/4107786
1966,20,246,,10.2307/4107778
1966,20,521,,10.2307/4108254
1966,18,420,,10.2307/4115794
1966,20,294,,10.2307/4107796
1966,20,165,,10.2307/4107769
1966,18,551,,10.2307/4115800
1966,18,426,,10.2307/4115796
1966,18,567,,10.2307/4115804
1966,20,528,,10.2307/4108256
1966,20,360,,10.2307/4107815
1966,20,417,,10.2307/4108235
1966,20,257,,10.2307/4107788
1966,20,164,,10.2307/4107911
1966,20,359,,10.2307/4107814
1966,20,307,,10.2307/4107806
1966,20,152,,10.2307/4107903
1966,20,429,,10.2307/4108238
1966,20,155,,10.2307/4107906
1966,20,235,,10.2307/4107775
1966,20,275,,10.2307/4107792
1966,20,309,,10.2307/4107807
1966,20,416,,10.2307/4108233
1966,20,76,,10.2307/4107888
1966,20,234,,10.2307/4107774
1966,20,528,,10.2307/4108257
1966,20,149,,10.2307/4107902
1966,20,286,,10.2307/4107793
1966,20,454,,10.2307/4108245
1966,20,304,,10.2307/4107803
1966,20,233,,10.2307/4107773
1966,20,164,,10.2307/4107910
1966,20,297,,10.2307/4107799
1966,20,87,,10.2307/4107893
1966,18,487,,10.2307/4115799
1966,20,360,,10.2307/4107816
1966,20,526,,10.2307/4108255
1966,20,50,,10.2307/4107881
1966,20,517,,10.2307/4108252
1966,20,274,,10.2307/4107790
1966,20,305,,10.2307/4107805
1966,20,511,,10.2307/4108250
1966,20,63,,10.2307/4107885
1966,20,379,,10.2307/4108231
1966,20,77,,10.2307/4107890
1966,20,427,,10.2307/4108237
1966,20,112,,10.2307/4107899
1966,20,24,,10.2307/4107878
1966,20,455,,10.2307/4108247
1966,18,420,,10.2307/4115793
1966,20,76,,10.2307/4107889
1966,20,153,,10.2307/4107904
1966,18,486,,10.2307/4115798
1966,20,113,,10.2307/4107901
1966,20,162,,10.2307/4107908
1966,20,245,,10.2307/4107777
1966,20,454,,10.2307/4108246
1966,18,385,,10.2307/4115792
1966,20,287,,10.2307/4107795
1966,20,416,,10.2307/4108234
1966,20,73,,10.2307/4107887
1966,20,51,,10.2307/4107882
1966,20,232,,10.2307/4107772
1966,20,361,,10.2307/4108229
1966,20,461,,10.2307/4108249
1966,20,1,,10.2307/4107876
1966,20,154,,10.2307/4107905
1966,20,415,,10.2307/4108232
1966,20,274,,10.2307/4107791
1966,20,88,,10.2307/4107894
1966,20,62,,10.2307/4107883
1966,20,24,,10.2307/4107877
1966,20,103,,10.2307/4107898
1966,20,433,,10.2307/4108241
1966,20,520,,10.2307/4108253
1966,20,162,,10.2307/4107907
1966,20,25,,10.2307/4107879
1966,18,421,,10.2307/4115795
1966,20,248,,10.2307/4107783
1966,20,86,,10.2307/4107892
1966,20,62,,10.2307/4107884
1966,20,355,,10.2307/4107811
1966,20,249,,10.2307/4107784
1967,21,20,,10.2307/4108412
1967,21,292,,10.2307/4108519
1967,21,225,,10.2307/4108508
1967,21,67,,10.2307/4108432
1967,21,83,,10.2307/4108439
1967,21,111,,10.2307/4108444
1967,21,82,,10.2307/4108438
1967,21,74,,10.2307/4108435
1967,21,175,,10.2307/4108465
1967,21,21,,10.2307/4108414
1967,21,261,,10.2307/4108516
1967,21,240,,10.2307/4108513
1967,21,334,,10.2307/4108532
1967,21,352,,10.2307/4108537
1967,21,157,,10.2307/4108459
1967,21,161,,10.2307/4108461
1967,21,351,,10.2307/4108536
1967,21,174,,10.2307/4108464
1967,21,169,,10.2307/4108463
1967,21,314,,10.2307/4108527
1967,21,74,,10.2307/4108434
1967,21,52,,10.2307/4108422
1967,21,127,,10.2307/4108450
1967,21,73,,10.2307/4108433
1967,21,39,,10.2307/4108418
1967,21,38,,10.2307/4108417
1967,21,1,,10.2307/4108411
1967,21,138,,10.2307/4108454
1967,21,262,,10.2307/4108517
1967,21,98,,10.2307/4108441
1967,21,ii,,10.2307/4108409
1967,21,350,,10.2307/4108535
1967,21,168,,10.2307/4108462
1967,21,311,,10.2307/4108525
1967,21,228,,10.2307/4108509
1967,21,229,,10.2307/4108511
1967,21,59,,10.2307/4108425
1967,21,331,,10.2307/4108531
1967,21,349,,10.2307/4108534
1967,21,93,,10.2307/4108440
1967,21,327,,10.2307/4108529
1967,21,139,,10.2307/4108455
1967,21,61,,10.2307/4108426
1967,21,295,,10.2307/4108521
1967,21,128,,10.2307/4108451
1967,21,150,,10.2307/4108457
1967,21,293,,10.2307/4108520
1967,21,313,,10.2307/4108526
1967,21,240,,10.2307/4108514
1967,21,125,,10.2307/4108449
1967,21,124,,10.2307/4108448
1967,21,160,,10.2307/4108460
1967,21,65,,10.2307/4108430
1967,21,50,,10.2307/4108420
1967,21,30,,10.2307/4108415
1967,21,241,,10.2307/4108515
1967,21,81,,10.2307/4108437
1967,21,129,,10.2307/4108452
1967,21,99,,10.2307/4108443
1967,21,263,,10.2307/4108518
1967,21,117,,10.2307/4108445
1967,21,75,,10.2307/4108436
1967,21,299,,10.2307/4108523
1967,21,58,,10.2307/4108424
1967,21,62,,10.2307/4108428
1967,21,315,,10.2307/4108528
1967,21,98,,10.2307/4108442
1967,21,329,,10.2307/4108530
1967,21,118,,10.2307/4108446
1967,21,119,,10.2307/4108447
1967,21,228,,10.2307/4108510
1967,21,176,,10.2307/4108466
1967,21,335,,10.2307/4108533
1967,21,151,,10.2307/4108458
1967,21,31,,10.2307/4108416
1967,21,177,,10.2307/4108506
1967,21,149,,10.2307/4108456
1967,21,20,,10.2307/4108413
1967,21,53,,10.2307/4108423
1967,21,61,,10.2307/4108427
1967,21,224,,10.2307/4108507
1967,21,309,,10.2307/4108524
1967,21,239,,10.2307/4108512
1967,21,298,,10.2307/4108522
1967,21,49,,10.2307/4108419
1967,21,51,,10.2307/4108421
1967,21,138,,10.2307/4108453
1967,21,63,,10.2307/4108429
1967,21,66,,10.2307/4108431
1968,22,480,,10.2307/4108356
1968,22,73,,10.2307/4107821
1968,22,507,,10.2307/4108362
1968,22,505,,10.2307/4108361
1968,21,432,,10.2307/4107922
1968,22,393,,10.2307/4108332
1968,22,169,,10.2307/4107767
1968,21,476,,10.2307/4107934
1968,21,533,,10.2307/4107944
1968,22,469,,10.2307/4108350
1968,21,461,,10.2307/4107928
1968,21,477,,10.2307/4107935
1968,22,445,,10.2307/4108345
1968,21,485,,10.2307/4107937
1968,21,458,,10.2307/4107926
1968,22,86,,10.2307/4107823
1968,21,462,,10.2307/4107930
1968,22,374,,10.2307/4108327
1968,22,468,,10.2307/4108349
1968,22,100,,10.2307/4107827
1968,21,429,,10.2307/4107921
1968,22,481,,10.2307/4108357
1968,21,425,,10.2307/4107917
1968,22,471,,10.2307/4108351
1968,22,93,,10.2307/4107826
1968,22,468,,10.2307/4108348
1968,21,462,,10.2307/4107929
1968,22,493,,10.2307/4108360
1968,22,475,,10.2307/4108355
1968,21,490,,10.2307/4107940
1968,22,387,,10.2307/4108330
1968,22,392,,10.2307/4108331
1968,22,101,,10.2307/4107828
1968,22,85,,10.2307/4107822
1968,22,427,,10.2307/4108338
1968,22,1,,10.2307/4107820
1968,22,536,,10.2307/4108365
1968,21,534,,10.2307/4107946
1968,22,472,,10.2307/4108352
1968,22,488,,10.2307/4108358
1968,22,349,,10.2307/4108326
1968,22,107,,10.2307/4107829
1968,22,v,,10.2307/4107818
1968,22,435,,10.2307/4108343
1968,21,463,,10.2307/4107931
1968,21,428,,10.2307/4107920
1968,22,145,,10.2307/4107831
1968,22,401,,10.2307/4108333
1968,22,513,,10.2307/4108364
1968,21,427,,10.2307/4107919
1968,22,473,,10.2307/4108353
1968,22,449,,10.2307/4108346
1968,22,141,,10.2307/4107830
1968,22,433,,10.2307/4108341
1968,21,499,,10.2307/4107943
1968,21,536,,10.2307/4107948
1968,22,386,,10.2307/4108329
1968,21,470,,10.2307/4107932
1968,22,444,,10.2307/4108344
1968,21,488,,10.2307/4107938
1968,21,535,,10.2307/4107947
1968,21,489,,10.2307/4107939
1968,21,491,,10.2307/4107941
1968,21,498,,10.2307/4107942
1968,22,474,,10.2307/4108354
1968,21,435,,10.2307/4107925
1968,21,433,,10.2307/4107923
1968,22,489,,10.2307/4108359
1968,22,429,,10.2307/4108340
1968,21,471,,10.2307/4107933
1968,22,403,,10.2307/4108335
1968,22,92,,10.2307/4107825
1968,22,87,,10.2307/4107824
1968,22,434,,10.2307/4108342
1968,21,434,,10.2307/4107924
1968,21,534,,10.2307/4107945
1968,21,418,,10.2307/4107915
1968,22,421,,10.2307/4108337
1968,22,420,,10.2307/4108336
1968,22,402,,10.2307/4108334
1968,21,419,,10.2307/4107916
1968,21,483,,10.2307/4107936
1968,21,426,,10.2307/4107918
1968,21,459,,10.2307/4107927
1968,21,353,,10.2307/4107914
1968,22,375,,10.2307/4108328
1968,22,511,,10.2307/4108363
1969,23,299,,10.2307/4108979
1969,23,510,,10.2307/4117201
1969,23,250,,10.2307/4108960
1969,23,478,,10.2307/4117191
1969,23,525,,10.2307/4117206
1969,23,269,,10.2307/4108967
1969,23,1,,10.2307/4117000
1969,23,202,,10.2307/4108948
1969,23,483,,10.2307/4117194
1969,23,535,,10.2307/4117210
1969,23,209,,10.2307/4108951
1969,23,490,,10.2307/4117195
1969,23,133,,10.2307/4117003
1969,23,315,,10.2307/4108984
1969,23,251,,10.2307/4108961
1969,23,437,,10.2307/4117179
1969,23,501,,10.2307/4117198
1969,23,441,,10.2307/4117182
1969,23,509,,10.2307/4117200
1969,23,iii,,10.2307/4116998
1969,23,335,,10.2307/4108985
1969,23,465,,10.2307/4117186
1969,23,297,,10.2307/4108977
1969,23,461,,10.2307/4117183
1969,23,255,,10.2307/4108963
1969,23,277,,10.2307/4108972
1969,23,208,,10.2307/4108950
1969,23,271,,10.2307/4108968
1969,23,533,,10.2307/4117209
1969,23,482,,10.2307/4117193
1969,23,249,,10.2307/4108959
1969,23,268,,10.2307/4108966
1969,23,254,,10.2307/4108962
1969,23,479,,10.2307/4117192
1969,23,469,,10.2307/4117188
1969,23,511,,10.2307/4117202
1969,23,438,,10.2307/4117180
1969,23,413,,10.2307/4117178
1969,23,180,,10.2307/4117004
1969,23,523,,10.2307/4117205
1969,23,181,,10.2307/4108947
1969,23,467,,10.2307/4117187
1969,23,212,,10.2307/4108952
1969,23,132,,10.2307/4117002
1969,23,290,,10.2307/4108973
1969,23,275,,10.2307/4108971
1969,23,218,,10.2307/4108957
1969,23,464,,10.2307/4117185
1969,23,272,,10.2307/4108969
1969,23,313,,10.2307/4108983
1969,23,292,,10.2307/4108975
1969,23,213,,10.2307/4108954
1969,23,346,,10.2307/4108987
1969,23,471,,10.2307/4117190
1969,23,499,,10.2307/4117197
1969,23,463,,10.2307/4117184
1969,23,311,,10.2307/4108982
1969,23,293,,10.2307/4108976
1969,23,491,,10.2307/4117196
1969,23,273,,10.2307/4108970
1969,23,470,,10.2307/4117189
1969,23,212,,10.2307/4108953
1969,23,265,,10.2307/4108964
1969,23,439,,10.2307/4117181
1969,23,131,,10.2307/4117001
1969,23,531,,10.2307/4117208
1969,23,521,,10.2307/4117203
1969,23,298,,10.2307/4108978
1969,23,214,,10.2307/4108955
1969,23,527,,10.2307/4117207
1969,23,347,,10.2307/4117177
1969,23,522,,10.2307/4117204
1969,23,267,,10.2307/4108965
1969,23,291,,10.2307/4108974
1969,23,310,,10.2307/4108980
1969,23,203,,10.2307/4108949
1969,23,507,,10.2307/4117199
1969,23,311,,10.2307/4108981
1969,23,215,,10.2307/4108956
1969,23,337,,10.2307/4108986
1969,23,219,,10.2307/4108958
1970,24,377,,10.2307/4103062
1970,24,453,,10.2307/4102848
1970,24,99,,10.2307/4103253
1970,24,376,,10.2307/4103061
1970,24,322,,10.2307/4103055
1970,24,506,,10.2307/4102858
1970,24,73,,10.2307/4103250
1970,24,71,,10.2307/4103249
1970,24,171,,10.2307/4103256
1970,24,229,,10.2307/4103270
1970,24,461,,10.2307/4102854
1970,24,507,,10.2307/4102859
1970,24,379,,10.2307/4102845
1970,24,569,,10.2307/4102860
1970,24,307,,10.2307/4103052
1970,24,460,,10.2307/4102853
1970,24,1,,10.2307/4103248
1970,24,449,,10.2307/4102847
1970,24,75,,10.2307/4103252
1970,24,323,,10.2307/4103056
1970,24,378,,10.2307/4103064
1970,24,447,,10.2307/4102846
1970,24,315,,10.2307/4103054
1970,24,185,,10.2307/4103262
1970,24,378,,10.2307/4103065
1970,24,191,,10.2307/4103264
1970,24,377,,10.2307/4103063
1970,24,457,,10.2307/4102852
1970,24,353,,10.2307/4103058
1970,24,375,,10.2307/4103060
1970,24,227,,10.2307/4103269
1970,24,217,,10.2307/4103265
1970,24,234,,10.2307/4103273
1970,24,101,,10.2307/4103255
1970,24,184,,10.2307/4103261
1970,24,463,,10.2307/4102855
1970,24,455,,10.2307/4102850
1970,24,455,,10.2307/4102849
1970,24,226,,10.2307/4103268
1970,24,184,,10.2307/4103260
1970,24,74,,10.2307/4103251
1970,24,465,,10.2307/4102857
1970,24,iii,,10.2307/4103246
1970,24,456,,10.2307/4102851
1970,24,309,,10.2307/4103053
1970,24,178,,10.2307/4103258
1970,24,230,,10.2307/4103271
1970,24,177,,10.2307/4103257
1970,24,355,,10.2307/4103059
1970,24,231,,10.2307/4103272
1970,24,190,,10.2307/4103263
1970,24,570,,10.2307/4102861
1970,24,343,,10.2307/4103057
1970,24,220,,10.2307/4103266
1970,24,221,,10.2307/4103267
1970,24,100,,10.2307/4103254
1970,24,179,,10.2307/4103259
1970,24,235,,10.2307/4103051
1971,25,330,,10.2307/4103234
1971,25,423,,10.2307/4103191
1971,25,237,,10.2307/4103209
1971,26,41,,10.2307/4117324
1971,25,406,,10.2307/4103184
1971,25,40,,10.2307/4103139
1971,25,63,,10.2307/4103149
1971,26,153,,10.2307/4117340
1971,25,258,,10.2307/4103219
1971,25,253,,10.2307/4103216
1971,26,5,,10.2307/4117320
1971,25,259,,10.2307/4103221
1971,25,iii,,10.2307/4103130
1971,26,45,,10.2307/4117325
1971,25,377,,10.2307/4103243
1971,25,247,,10.2307/4103213
1971,25,38,,10.2307/4103136
1971,26,111,,10.2307/4117336
1971,25,299,,10.2307/4103227
1971,25,322,,10.2307/4103231
1971,26,67,,10.2307/4117330
1971,25,251,,10.2307/4103214
1971,25,172,,10.2307/4103152
1971,25,447,,10.2307/4103196
1971,25,301,,10.2307/4103229
1971,26,47,,10.2307/4117326
1971,25,252,,10.2307/4103215
1971,25,381,,10.2307/4103181
1971,25,434,,10.2307/4103193
1971,25,376,,10.2307/4103241
1971,25,61,,10.2307/4103148
1971,25,47,,10.2307/4103145
1971,25,375,,10.2307/4103240
1971,25,42,,10.2307/4103141
1971,25,34,,10.2307/4103133
1971,25,334,,10.2307/4103237
1971,25,275,,10.2307/4103224
1971,25,422,,10.2307/4103190
1971,26,61,,10.2307/4117329
1971,26,37,,10.2307/4117323
1971,25,406,,10.2307/4103185
1971,26,167,,10.2307/4117341
1971,25,44,,10.2307/4103143
1971,25,43,,10.2307/4103142
1971,26,59,,10.2307/4117328
1971,25,236,,10.2307/4103208
1971,25,380,,10.2307/4103244
1971,25,191,,10.2307/4103207
1971,25,254,,10.2307/4103217
1971,25,35,,10.2307/4103135
1971,25,65,,10.2307/4103150
1971,25,322,,10.2307/4103230
1971,25,417,,10.2307/4103189
1971,25,1,,10.2307/4103132
1971,25,329,,10.2307/4103233
1971,25,472,,10.2307/4103198
1971,25,554,,10.2307/4103200
1971,26,33,,10.2307/4117322
1971,25,399,,10.2307/4103182
1971,25,243,,10.2307/4103210
1971,25,407,,10.2307/4103186
1971,25,374,,10.2307/4103239
1971,25,333,,10.2307/4103236
1971,26,83,,10.2307/4117334
1971,25,554,,10.2307/4103202
1971,25,300,,10.2307/4103228
1971,25,258,,10.2307/4103220
1971,26,85,,10.2307/4117335
1971,26,171,,10.2307/4117342
1971,25,41,,10.2307/4103140
1971,25,173,,10.2307/4103205
1971,25,413,,10.2307/4103188
1971,25,323,,10.2307/4103232
1971,25,335,,10.2307/4103238
1971,25,433,,10.2307/4103192
1971,26,79,,10.2307/4117333
1971,25,274,,10.2307/4103223
1971,26,187,,10.2307/4117344
1971,26,57,,10.2307/4117327
1971,25,57,,10.2307/4103146
1971,26,125,,10.2307/4117337
1971,25,435,,10.2307/4103194
1971,25,411,,10.2307/4103187
1971,25,473,,10.2307/4103199
1971,26,141,,10.2307/4117339
1971,26,73,,10.2307/4117331
1971,26,188,,10.2307/4117345
1971,25,246,,10.2307/4103212
1971,25,290,,10.2307/4103225
1971,25,274,,10.2307/4103222
1971,25,446,,10.2307/4103195
1971,25,401,,10.2307/4103183
1971,26,137,,10.2307/4117338
1971,25,169,,10.2307/4103151
1971,25,46,,10.2307/4103144
1971,25,331,,10.2307/4103235
1971,26,29,,10.2307/4117321
1971,25,190,,10.2307/4103206
1971,26,187,,10.2307/4117343
1971,25,255,,10.2307/4103218
1971,25,40,,10.2307/4103138
1971,25,39,,10.2307/4103137
1971,25,472,,10.2307/4103197
1971,25,35,,10.2307/4103134
1971,26,75,,10.2307/4117332
1971,25,376,,10.2307/4103242
1971,25,245,,10.2307/4103211
1971,25,554,,10.2307/4103201
1971,25,291,,10.2307/4103226
1972,27,309,,10.2307/4109459
1972,26,368,,10.2307/4117725
1972,27,210,,10.2307/4117892
1972,27,205,,10.2307/4117883
1972,27,475,,10.2307/4114360
1972,27,295,,10.2307/4109457
1972,27,425,,10.2307/4114355
1972,27,511,,10.2307/4114364
1972,26,376,,10.2307/4117735
1972,26,385,,10.2307/4117744
1972,27,212,,10.2307/4117894
1972,26,380,,10.2307/4117740
1972,27,575,,10.2307/4114378
1972,27,iii,,10.2307/4117870
1972,26,368,,10.2307/4117723
1972,26,594,,10.2307/4120338
1972,27,578,,10.2307/4114381
1972,27,154,,10.2307/4117879
1972,27,581,,10.2307/4114383
1972,27,577,,10.2307/4114380
1972,26,368,,10.2307/4117724
1972,27,447,,10.2307/4114357
1972,26,390,,10.2307/4117753
1972,27,3,,10.2307/4117873
1972,26,391,,10.2307/4117754
1972,27,209,,10.2307/4117889
1972,26,487,,10.2307/4120313
1972,26,395,,10.2307/4120302
1972,27,483,,10.2307/4114361
1972,27,515,,10.2307/4114365
1972,26,374,,10.2307/4117731
1972,26,387,,10.2307/4117749
1972,27,325,,10.2307/4109461
1972,26,386,,10.2307/4117747
1972,27,573,,10.2307/4114375
1972,26,366,,10.2307/4117721
1972,27,371,,10.2307/4109467
1972,26,586,,10.2307/4120324
1972,27,373,,10.2307/4109472
1972,26,375,,10.2307/4117732
1972,27,311,,10.2307/4109460
1972,26,593,,10.2307/4120336
1972,26,594,,10.2307/4120339
1972,27,213,,10.2307/4117897
1972,27,407,,10.2307/4114354
1972,26,378,,10.2307/4117737
1972,27,205,,10.2307/4117882
1972,27,275,,10.2307/4109453
1972,27,207,,10.2307/4117886
1972,26,387,,10.2307/4117750
1972,27,572,,10.2307/4114374
1972,26,387,,10.2307/4117748
1972,27,115,,10.2307/4117875
1972,26,365,,10.2307/4117718
1972,26,585,,10.2307/4120323
1972,26,191,,10.2307/4117717
1972,27,563,,10.2307/4114366
1972,27,376,,10.2307/4109476
1972,26,444,,10.2307/4120308
1972,26,477,,10.2307/4120312
1972,27,375,,10.2307/4109474
1972,26,491,,10.2307/4120314
1972,26,375,,10.2307/4117733
1972,27,576,,10.2307/4114379
1972,27,377,,10.2307/4109478
1972,27,378,,10.2307/4109479
1972,27,212,,10.2307/4117895
1972,27,214,,10.2307/4117898
1972,27,574,,10.2307/4114377
1972,27,331,,10.2307/4109463
1972,26,382,,10.2307/4117742
1972,27,293,,10.2307/4109456
1972,26,563,,10.2307/4120319
1972,27,206,,10.2307/4117884
1972,26,389,,10.2307/4117752
1972,26,595,,10.2307/4120340
1972,26,423,,10.2307/4120304
1972,26,365,,10.2307/4117719
1972,26,593,,10.2307/4120335
1972,27,385,,10.2307/4109487
1972,27,373,,10.2307/4109471
1972,26,539,,10.2307/4120317
1972,27,129,,10.2307/4117876
1972,27,451,,10.2307/4114358
1972,27,371,,10.2307/4109469
1972,26,559,,10.2307/4120318
1972,27,281,,10.2307/4109454
1972,27,95,,10.2307/4117874
1972,27,371,,10.2307/4109468
1972,26,589,,10.2307/4120331
1972,27,382,,10.2307/4109484
1972,26,384,,10.2307/4117743
1972,26,392,,10.2307/4117757
1972,27,213,,10.2307/4117896
1972,27,211,,10.2307/4117893
1972,27,208,,10.2307/4117888
1972,26,371,,10.2307/4117728
1972,27,215,,10.2307/4117899
1972,26,374,,10.2307/4117730
1972,27,379,,10.2307/4109481
1972,26,495,,10.2307/4120315
1972,26,382,,10.2307/4117741
1972,27,305,,10.2307/4109458
1972,26,457,,10.2307/4120310
1972,27,384,,10.2307/4109486
1972,26,376,,10.2307/4117734
1972,27,245,,10.2307/4109449
1972,27,204,,10.2307/4117881
1972,26,587,,10.2307/4120328
1972,26,379,,10.2307/4117739
1972,27,435,,10.2307/4114356
1972,26,392,,10.2307/4117756
1972,26,371,,10.2307/4117727
1972,27,457,,10.2307/4114359
1972,27,155,,10.2307/4117880
1972,27,273,,10.2307/4109452
1972,27,570,,10.2307/4114372
1972,27,567,,10.2307/4114369
1972,27,505,,10.2307/4114363
1972,27,381,,10.2307/4109483
1972,26,587,,10.2307/4120327
1972,26,596,,10.2307/4120341
1972,26,388,,10.2307/4117751
1972,26,385,,10.2307/4117745
1972,27,210,,10.2307/4117891
1972,27,372,,10.2307/4109470
1972,26,593,,10.2307/4120337
